model_name,task,outcome,metric,reference,candidate,n_items,reference_mean,candidate_mean,candidate_minus_reference,bootstrap_ci_low,bootstrap_ci_high,ci_excludes_zero,p_sign_flip,p_holm,holm_significant
llama3_8b,alphabetical_think_answer,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.722222222222222,1.1388888888888886,0.4166666666666666,-0.1388888888888888,1.0277777777777777,False,0.2214677853221467,1.0,False
llama3_8b,alphabetical_think_answer,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9111111111111112,0.9222222222222224,0.0111111111111111,-0.0666666666666666,0.0888888888888888,False,1.0,1.0,False
llama3_8b,alphabetical_think_answer,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,-0.0277777777777778,-0.0833333333333333,-0.0555555555555555,-0.3055555555555556,0.1944444444444444,False,0.8366416335836642,1.0,False
llama3_8b,alphabetical_think_answer,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9666666666666668,0.9666666666666668,0.0,-0.0666666666666666,0.0555555555555555,False,1.0,1.0,False
llama3_8b,alphabetical_think_answer,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.8333333333333329,0.9583333333333328,0.1249999999999999,-0.1805555555555555,0.4444444444444443,False,0.5094149058509415,1.0,False
llama3_8b,alphabetical_think_answer,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.788888888888889,0.7222222222222222,-0.0666666666666666,-0.1666666666666666,0.0222222222222222,False,0.2833071669283307,1.0,False
qwen25_14b,TruthfulQA,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.9166666666666664,1.0555555555555551,0.1388888888888888,-0.3611111111111109,0.6666666666666664,False,0.6862431375686243,1.0,False
qwen25_14b,TruthfulQA,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.7555555555555554,0.6222222222222222,-0.1333333333333333,-0.2888888888888888,0.0,False,0.1233887661123388,1.0,False
qwen25_14b,TruthfulQA,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,1.097222222222222,1.3611111111111105,0.2638888888888888,-0.3472222222222221,0.9166666666666664,False,0.4602453975460245,1.0,False
qwen25_14b,TruthfulQA,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.8444444444444446,0.7,-0.1444444444444444,-0.3222222222222222,0.0222222222222222,False,0.1784682153178468,1.0,False
qwen25_14b,TruthfulQA,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.0555555555555555,0.2222222222222221,0.1666666666666666,-0.1111111111111111,0.4451388888888788,False,0.3587964120358796,1.0,False
qwen25_14b,TruthfulQA,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9555555555555556,0.9111111111111112,-0.0444444444444444,-0.1,0.0111111111111111,False,0.2170378296217038,1.0,False
qwen25_14b,TruthfulQA,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,1.083333333333333,1.1111111111111107,0.0277777777777777,-0.2222222222222221,0.2499999999999999,False,1.0,1.0,False
qwen25_14b,TruthfulQA,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.7777777777777778,0.711111111111111,-0.0666666666666666,-0.1777777777777777,0.0444444444444444,False,0.3431165688343116,1.0,False
qwen25_14b,alphabetical_think_answer,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.3055555555555555,0.361111111111111,0.0555555555555555,-0.4999999999999999,0.5833333333333333,False,0.921860781392186,1.0,False
qwen25_14b,alphabetical_think_answer,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9777777777777776,0.977777777777778,0.0,-0.0666666666666666,0.0666666666666666,False,1.0,1.0,False
qwen25_14b,alphabetical_think_answer,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.75,0.8333333333333334,0.0833333333333332,-0.3888888888888888,0.5555555555555555,False,0.8278617213827861,1.0,False
qwen25_14b,alphabetical_think_answer,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9555555555555556,0.977777777777778,0.0222222222222222,-0.0444444444444444,0.1111111111111111,False,1.0,1.0,False
qwen25_14b,alphabetical_think_answer,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,-1.4802973661668754e-17,0.0555555555555555,0.0555555555555555,-0.1388888888888888,0.2777777777777777,False,0.8450315496845031,1.0,False
qwen25_14b,alphabetical_think_answer,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9444444444444444,0.9777777777777776,0.0333333333333333,-0.0111111111111111,0.1,False,0.5006149938500615,1.0,False
qwen25_14b,alphabetical_think_answer,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.472222222222222,0.5277777777777778,0.0555555555555555,-0.2777777777777776,0.3888888888888888,False,0.8700112998870011,1.0,False
qwen25_14b,alphabetical_think_answer,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9777777777777776,0.977777777777778,0.0,-0.0555555555555555,0.0444444444444444,False,1.0,1.0,False
qwen25_32b,TruthfulQA,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.2499999999999999,0.4999999999999999,0.2499999999999999,-0.1111111111111111,0.6111111111111108,False,0.2609973900260997,1.0,False
qwen25_32b,TruthfulQA,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.8444444444444443,0.7555555555555554,-0.0888888888888888,-0.2666666666666666,0.0777777777777777,False,0.4360856391436085,1.0,False
qwen25_32b,TruthfulQA,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.4722222222222221,0.4166666666666666,-0.0555555555555555,-0.4166666666666664,0.2777777777777777,False,0.8891511084889151,1.0,False
qwen25_32b,TruthfulQA,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.8,0.7333333333333332,-0.0666666666666666,-0.1777777777777777,0.0111111111111111,False,0.3760362396376036,1.0,False
qwen25_32b,TruthfulQA,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.0555555555555555,0.1666666666666666,0.1111111111111111,-0.111111111111111,0.3333333333333333,False,0.4862651373486265,1.0,False
qwen25_32b,TruthfulQA,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9666666666666668,0.9555555555555556,-0.0111111111111111,-0.0444444444444444,0.0222222222222222,False,1.0,1.0,False
qwen25_32b,TruthfulQA,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.3055555555555554,0.472222222222222,0.1666666666666666,-0.0555555555555555,0.3888888888888888,False,0.2442775572244277,1.0,False
qwen25_32b,TruthfulQA,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.8222222222222222,0.7777777777777776,-0.0444444444444444,-0.0888888888888888,-0.0111111111111111,True,0.1251187488125118,1.0,False
qwen25_32b,alphabetical_think_answer,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.4999999999999998,0.4999999999999999,3.7007434154171876e-17,-0.3333333333333332,0.2777777777777777,False,1.0,1.0,False
qwen25_32b,alphabetical_think_answer,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9555555555555556,0.9333333333333332,-0.0222222222222222,-0.0666666666666666,0.0,False,1.0,1.0,False
qwen25_32b,alphabetical_think_answer,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.0555555555555555,0.0833333333333333,0.0277777777777777,-0.1388888888888888,0.1944444444444444,False,1.0,1.0,False
qwen25_32b,alphabetical_think_answer,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9444444444444444,1.0,0.0555555555555555,0.0,0.1222222222222222,False,0.2504974950250497,1.0,False
qwen25_32b,alphabetical_think_answer,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,-7.401486830834377e-18,0.0833333333333333,0.0833333333333333,0.0,0.1944444444444444,False,0.2505474945250547,1.0,False
qwen25_32b,alphabetical_think_answer,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9777777777777776,0.9888888888888888,0.0111111111111111,-0.0222222222222222,0.0444444444444444,False,1.0,1.0,False
qwen25_32b,alphabetical_think_answer,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.2499999999999999,0.2499999999999999,1.8503717077085938e-17,-0.1666666666666666,0.1388888888888888,False,1.0,1.0,False
qwen25_32b,alphabetical_think_answer,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9666666666666668,0.9666666666666668,0.0,-0.0333333333333333,0.0333333333333333,False,1.0,1.0,False
qwen25_72b,TruthfulQA,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.5555555555555554,0.2499999999999999,-0.3055555555555554,-0.8618055555555548,0.1944444444444444,False,0.3482965170348296,1.0,False
qwen25_72b,TruthfulQA,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.7111111111111111,0.7666666666666667,0.0555555555555555,-0.1111111111111111,0.2111111111111111,False,0.6227537724622754,1.0,False
qwen25_72b,TruthfulQA,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.2222222222222222,0.2499999999999999,0.0277777777777777,-0.4444444444444443,0.4166666666666664,False,1.0,1.0,False
qwen25_72b,TruthfulQA,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.8666666666666667,0.8888888888888888,0.0222222222222222,-0.1555555555555555,0.1777777777777777,False,1.0,1.0,False
qwen25_72b,TruthfulQA,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.0833333333333333,-7.401486830834377e-18,-0.0833333333333333,-0.1944444444444444,0.0277777777777777,False,0.3778862211377886,1.0,False
qwen25_72b,TruthfulQA,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9,0.9555555555555556,0.0555555555555555,-0.0222222222222222,0.1333333333333333,False,0.3126568734312657,1.0,False
qwen25_72b,TruthfulQA,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.4444444444444442,0.3055555555555554,-0.1388888888888888,-0.5555555555555554,0.2222222222222222,False,0.6167338326616734,1.0,False
qwen25_72b,TruthfulQA,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.7666666666666667,0.7999999999999999,0.0333333333333333,-0.1,0.1666666666666666,False,0.7663323366766333,1.0,False
qwen25_72b,alphabetical_think_answer,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.0555555555555555,0.1944444444444444,0.1388888888888888,0.0,0.3055555555555554,False,0.2500974990250098,1.0,False
qwen25_72b,alphabetical_think_answer,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,1.0,0.9555555555555556,-0.0444444444444444,-0.1111111111111111,0.0,False,0.5007749922500775,1.0,False
qwen25_72b,alphabetical_think_answer,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.0,0.0555555555555555,0.0555555555555555,0.0,0.1666666666666666,False,1.0,1.0,False
qwen25_72b,alphabetical_think_answer,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,1.0,1.0,0.0,0.0,0.0,False,1.0,1.0,False
qwen25_72b,alphabetical_think_answer,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,-0.0277777777777777,0.0277777777777777,0.0555555555555555,0.0,0.1666666666666666,False,1.0,1.0,False
qwen25_72b,alphabetical_think_answer,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9888888888888888,0.9888888888888888,0.0,-0.0333333333333333,0.0333333333333333,False,1.0,1.0,False
qwen25_72b,alphabetical_think_answer,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.0277777777777777,0.111111111111111,0.0833333333333333,0.0,0.1944444444444444,False,0.2486875131248687,1.0,False
qwen25_72b,alphabetical_think_answer,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,1.0,0.9777777777777776,-0.0222222222222222,-0.0555555555555555,0.0,False,0.4991550084499155,1.0,False
qwen25_7b,TruthfulQA,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.9444444444444442,0.6944444444444443,-0.25,-0.8333333333333333,0.333333333333333,False,0.4682453175468245,1.0,False
qwen25_7b,TruthfulQA,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.5333333333333333,0.6222222222222222,0.0888888888888888,-0.1222222222222222,0.2888888888888888,False,0.4767152328476715,1.0,False
qwen25_7b,TruthfulQA,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,1.222222222222222,1.8333333333333328,0.6111111111111108,-0.0277777777777778,1.3333333333333328,False,0.1070889291107089,1.0,False
qwen25_7b,TruthfulQA,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.7777777777777778,0.8555555555555556,0.0777777777777777,-0.0222222222222222,0.1777777777777777,False,0.2175978240217597,1.0,False
qwen25_7b,TruthfulQA,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.1388888888888888,-0.0277777777777778,-0.1666666666666666,-0.5555555555555555,0.2222222222222221,False,0.4966250337496625,1.0,False
qwen25_7b,TruthfulQA,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9111111111111112,0.9111111111111112,-1.8503717077085946e-18,-0.0777777777777777,0.0777777777777777,False,1.0,1.0,False
qwen25_7b,TruthfulQA,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.972222222222222,0.9999999999999998,0.0277777777777777,-0.2777777777777777,0.3055555555555555,False,1.0,1.0,False
qwen25_7b,TruthfulQA,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.6222222222222221,0.7333333333333333,0.1111111111111111,0.0222222222222222,0.2,True,0.0389396106038939,1.0,False
qwen25_7b,alphabetical_think_answer,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.8333333333333331,0.5277777777777776,-0.3055555555555554,-1.0277777777777772,0.4444444444444442,False,0.4593054069459305,1.0,False
qwen25_7b,alphabetical_think_answer,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.8,0.8222222222222222,0.0222222222222222,-0.0666666666666666,0.1111111111111111,False,1.0,1.0,False
qwen25_7b,alphabetical_think_answer,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.8888888888888888,0.8611111111111109,-0.0277777777777778,-0.5277777777777778,0.4999999999999998,False,1.0,1.0,False
qwen25_7b,alphabetical_think_answer,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9777777777777776,0.9333333333333332,-0.0444444444444444,-0.1111111111111111,0.0,False,0.5012749872501275,1.0,False
qwen25_7b,alphabetical_think_answer,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,-0.0555555555555555,-0.0555555555555555,2.220446049250313e-17,-0.2222222222222222,0.2222222222222222,False,1.0,1.0,False
qwen25_7b,alphabetical_think_answer,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9444444444444444,0.9777777777777776,0.0333333333333333,-0.0333333333333333,0.1,False,0.5299247007529925,1.0,False
qwen25_7b,alphabetical_think_answer,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.7499999999999998,0.7222222222222218,-0.0277777777777778,-0.3888888888888888,0.3333333333333332,False,1.0,1.0,False
qwen25_7b,alphabetical_think_answer,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9,0.9,-3.700743415417189e-18,-0.0555555555555555,0.0555555555555555,False,1.0,1.0,False
