model_name,task,temperature,alpha_norm,n_items,n_rows,alpha_raw,positive_rate,bootstrap_ci_low,bootstrap_ci_high,accuracy_all,strict_json_rate,answer_parse_rate,truncation_rate
qwen25_14b,alphabetical_think_answer,0.2,0.6,30,90,34.80000000000001,0.9888888888888888,0.9666666666666667,1.0,0.5111111111111111,1.0,1.0,0.0
qwen25_14b,alphabetical_think_answer,1.0,-0.6,30,90,-25.13999999999999,0.0,0.0,0.0,0.5,1.0,1.0,0.0
qwen25_14b,alphabetical_think_answer,1.0,-0.2,30,90,-8.379999999999999,0.4444444444444445,0.28888888888888886,0.611111111111111,0.9,1.0,1.0,0.0
qwen25_14b,alphabetical_think_answer,1.0,0.0,30,90,0.0,0.5444444444444444,0.3888888888888889,0.7,0.9111111111111111,1.0,1.0,0.0
qwen25_14b,alphabetical_think_answer,1.0,0.2,30,90,11.599999999999998,0.7555555555555554,0.6333333333333333,0.8666666666666667,0.7444444444444445,0.9555555555555556,1.0,0.0
qwen25_14b,alphabetical_think_answer,1.0,0.6,30,90,34.80000000000001,0.9555555555555555,0.9111111111111112,0.9888888888888889,0.5444444444444444,0.9666666666666667,1.0,0.0
qwen25_32b,TruthfulQA,0.0,-0.6,30,30,-58.44000000000001,0.26666666666666666,0.1,0.43333333333333335,0.7,1.0,1.0,0.0
qwen25_32b,TruthfulQA,0.0,-0.2,30,30,-19.480000000000008,0.4666666666666667,0.3,0.6333333333333333,0.9,1.0,1.0,0.0
qwen25_32b,TruthfulQA,0.0,0.0,30,30,0.0,0.5333333333333333,0.36666666666666664,0.7,0.8333333333333334,1.0,1.0,0.0
qwen25_32b,TruthfulQA,0.0,0.2,30,30,22.58000000000001,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,1.0,1.0,0.0
qwen25_32b,TruthfulQA,0.0,0.6,30,30,67.74,1.0,1.0,1.0,0.5666666666666667,1.0,1.0,0.0
qwen25_32b,TruthfulQA,0.2,-0.6,30,90,-58.440000000000005,0.2111111111111111,0.09999999999999999,0.3444444444444444,0.6444444444444445,1.0,1.0,0.0
qwen25_32b,TruthfulQA,0.2,-0.2,30,90,-19.480000000000008,0.4666666666666667,0.3,0.6333333333333333,0.8555555555555555,1.0,1.0,0.0
qwen25_32b,TruthfulQA,0.2,0.0,30,90,0.0,0.5444444444444444,0.36666666666666664,0.711111111111111,0.8666666666666667,1.0,1.0,0.0
qwen25_32b,TruthfulQA,0.2,0.2,30,90,22.580000000000005,0.6777777777777777,0.5111111111111111,0.8333333333333334,0.8444444444444444,1.0,1.0,0.0
qwen25_32b,TruthfulQA,0.2,0.6,30,90,67.74,1.0,1.0,1.0,0.5666666666666667,1.0,1.0,0.0
qwen25_32b,TruthfulQA,1.0,-0.6,30,90,-58.440000000000005,0.2,0.08888888888888888,0.32222222222222224,0.6111111111111112,1.0,1.0,0.0
qwen25_32b,TruthfulQA,1.0,-0.2,30,90,-19.480000000000008,0.4888888888888889,0.3222222222222222,0.6555555555555556,0.9,1.0,1.0,0.0
qwen25_32b,TruthfulQA,1.0,0.0,30,90,0.0,0.5666666666666665,0.38888888888888895,0.7333333333333333,0.9111111111111111,1.0,1.0,0.0
qwen25_32b,TruthfulQA,1.0,0.2,30,90,22.580000000000005,0.6666666666666666,0.5,0.8222222222222222,0.8777777777777778,1.0,1.0,0.0
qwen25_32b,TruthfulQA,1.0,0.6,30,90,67.74,1.0,1.0,1.0,0.5666666666666667,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.0,-0.6,30,30,-58.44000000000001,0.4,0.23333333333333334,0.5666666666666667,0.9,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.0,-0.2,30,30,-19.480000000000008,0.4666666666666667,0.3,0.6333333333333333,0.9666666666666667,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.0,0.0,30,30,0.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.0,0.2,30,30,22.58000000000001,0.5333333333333333,0.36666666666666664,0.7,0.9666666666666667,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.0,0.6,30,30,67.74,1.0,1.0,1.0,0.5,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.2,-0.6,30,90,-58.440000000000005,0.3777777777777778,0.2111111111111111,0.5444444444444444,0.8777777777777778,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.2,-0.2,30,90,-19.480000000000008,0.4888888888888889,0.3222222222222222,0.6666666666666666,0.9888888888888889,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.2,0.0,30,90,0.0,0.5111111111111112,0.34416666666666684,0.6888888888888888,0.9888888888888889,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.2,0.2,30,90,22.580000000000005,0.5777777777777777,0.4111111111111111,0.7444444444444444,0.9,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,0.2,0.6,30,90,67.74,1.0,1.0,1.0,0.5,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,1.0,-0.6,30,90,-58.440000000000005,0.3333333333333333,0.18888888888888886,0.4888888888888889,0.8333333333333334,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,1.0,-0.2,30,90,-19.480000000000008,0.4444444444444444,0.28888888888888886,0.611111111111111,0.9444444444444444,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,1.0,0.0,30,90,0.0,0.5,0.3222222222222222,0.6777777777777777,0.9777777777777777,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,1.0,0.2,30,90,22.580000000000005,0.5333333333333333,0.3777777777777777,0.6888888888888889,0.9222222222222223,1.0,1.0,0.0
qwen25_32b,alphabetical_think_answer,1.0,0.6,30,90,67.74,0.9777777777777777,0.9444444444444444,1.0,0.5222222222222223,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.0,-0.6,30,30,-40.61999999999998,0.3333333333333333,0.16666666666666666,0.5,0.7666666666666667,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.0,-0.2,30,30,-13.540000000000004,0.5,0.3333333333333333,0.6666666666666666,0.8666666666666667,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.0,0.0,30,30,0.0,0.6333333333333333,0.4666666666666667,0.8,0.8666666666666667,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.0,0.2,30,30,18.139999999999997,0.7333333333333333,0.5666666666666667,0.9,0.7666666666666667,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.0,0.6,30,30,54.42000000000001,0.9666666666666667,0.9,1.0,0.6,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.2,-0.6,30,90,-40.62,0.3,0.14444444444444443,0.4666666666666667,0.7333333333333333,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.2,-0.2,30,90,-13.540000000000001,0.4777777777777778,0.3,0.6555555555555554,0.8888888888888888,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.2,0.0,30,90,0.0,0.6222222222222222,0.4555555555555555,0.7777777777777779,0.8333333333333334,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.2,0.2,30,90,18.14,0.6666666666666666,0.5,0.8222222222222222,0.8333333333333334,1.0,1.0,0.0
qwen25_72b,TruthfulQA,0.2,0.6,30,90,54.42,0.9666666666666667,0.9,1.0,0.6,1.0,1.0,0.0
qwen25_72b,TruthfulQA,1.0,-0.6,30,90,-40.62,0.36666666666666664,0.2111111111111111,0.5333333333333333,0.8,1.0,1.0,0.0
qwen25_72b,TruthfulQA,1.0,-0.2,30,90,-13.540000000000001,0.43333333333333335,0.26666666666666666,0.611111111111111,0.8666666666666667,1.0,1.0,0.0
qwen25_72b,TruthfulQA,1.0,0.0,30,90,0.0,0.5333333333333333,0.3555555555555555,0.711111111111111,0.9,1.0,1.0,0.0
qwen25_72b,TruthfulQA,1.0,0.2,30,90,18.14,0.6555555555555554,0.48888888888888893,0.8111111111111111,0.8444444444444444,1.0,1.0,0.0
qwen25_72b,TruthfulQA,1.0,0.6,30,90,54.42,0.9666666666666667,0.9111111111111111,1.0,0.6,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.0,-0.6,30,30,-40.61999999999998,0.4666666666666667,0.3,0.6333333333333333,0.9666666666666667,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.0,-0.2,30,30,-13.540000000000004,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.0,0.0,30,30,0.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.0,0.2,30,30,18.139999999999997,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.0,0.6,30,30,54.42000000000001,0.6333333333333333,0.4666666666666667,0.8,0.8666666666666667,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.2,-0.6,30,90,-40.62,0.4888888888888889,0.31111111111111106,0.6666666666666666,0.9888888888888889,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.2,-0.2,30,90,-13.540000000000001,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.2,0.0,30,90,0.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.2,0.2,30,90,18.14,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,0.2,0.6,30,90,54.42,0.6333333333333333,0.4777777777777778,0.7777777777777778,0.8444444444444444,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,1.0,-0.6,30,90,-40.62,0.5222222222222223,0.3444444444444444,0.7,0.9777777777777777,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,1.0,-0.2,30,90,-13.540000000000001,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,1.0,0.0,30,90,0.0,0.5,0.32222222222222224,0.6666666666666666,0.9777777777777777,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,1.0,0.2,30,90,18.14,0.5777777777777777,0.41111111111111115,0.7444444444444444,0.9222222222222223,1.0,1.0,0.0
qwen25_72b,alphabetical_think_answer,1.0,0.6,30,90,54.42,0.8333333333333333,0.7333333333333335,0.9222222222222222,0.6666666666666666,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.0,-0.6,30,30,-16.38,0.0,0.0,0.0,0.43333333333333335,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.0,-0.2,30,30,-5.460000000000003,0.26666666666666666,0.1,0.43333333333333335,0.7,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.0,0.0,30,30,0.0,0.5333333333333333,0.36666666666666664,0.7,0.9,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.0,0.2,30,30,8.46,0.7666666666666667,0.6,0.9,0.7333333333333333,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.0,0.6,30,30,25.38,1.0,1.0,1.0,0.5666666666666667,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.2,-0.6,30,90,-16.38,0.0,0.0,0.0,0.43333333333333335,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.2,-0.2,30,90,-5.46,0.26666666666666666,0.13333333333333333,0.42222222222222217,0.6555555555555556,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.2,0.0,30,90,0.0,0.5444444444444444,0.3777777777777778,0.711111111111111,0.8444444444444444,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.2,0.2,30,90,8.459999999999999,0.8111111111111111,0.6666666666666666,0.9333333333333333,0.6888888888888889,1.0,1.0,0.0
qwen25_7b,TruthfulQA,0.2,0.6,30,90,25.380000000000003,1.0,1.0,1.0,0.5666666666666667,1.0,1.0,0.0
qwen25_7b,TruthfulQA,1.0,-0.6,30,90,-16.38,0.0,0.0,0.0,0.43333333333333335,0.9888888888888889,0.9888888888888889,0.0
qwen25_7b,TruthfulQA,1.0,-0.2,30,90,-5.46,0.26666666666666666,0.12222222222222222,0.4222222222222222,0.6333333333333333,0.9888888888888889,1.0,0.0
qwen25_7b,TruthfulQA,1.0,0.0,30,90,0.0,0.5333333333333333,0.36666666666666664,0.7,0.8333333333333334,1.0,1.0,0.0
qwen25_7b,TruthfulQA,1.0,0.2,30,90,8.459999999999999,0.7999999999999999,0.6666666666666666,0.9222222222222222,0.6777777777777778,1.0,1.0,0.0
qwen25_7b,TruthfulQA,1.0,0.6,30,90,25.380000000000003,0.9888888888888888,0.9666666666666667,1.0,0.5777777777777777,1.0,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.0,-0.6,30,30,-16.38,0.0,0.0,0.0,0.5,0.9,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.0,-0.2,30,30,-5.460000000000003,0.36666666666666664,0.2,0.5333333333333333,0.6666666666666666,0.4666666666666667,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.0,0.0,30,30,0.0,0.6333333333333333,0.4666666666666667,0.8,0.8666666666666667,0.4,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.0,0.2,30,30,8.46,0.7333333333333333,0.5666666666666667,0.8666666666666667,0.7666666666666667,0.8,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.0,0.6,30,30,25.38,1.0,1.0,1.0,0.5,1.0,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.2,-0.6,30,90,-16.38,0.0,0.0,0.0,0.5,0.9333333333333333,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.2,-0.2,30,90,-5.46,0.4000000000000001,0.25555555555555554,0.5444444444444444,0.7888888888888889,0.5,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.2,0.0,30,90,0.0,0.6,0.4444444444444445,0.7555555555555554,0.9,0.5111111111111111,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.2,0.2,30,90,8.459999999999999,0.7888888888888889,0.6555555555555554,0.9111111111111111,0.7111111111111111,0.7666666666666667,1.0,0.0
qwen25_7b,alphabetical_think_answer,0.2,0.6,30,90,25.380000000000003,1.0,1.0,1.0,0.5,0.9888888888888889,1.0,0.0
qwen25_7b,alphabetical_think_answer,1.0,-0.6,30,90,-16.38,0.0,0.0,0.0,0.5,0.8111111111111111,1.0,0.0
qwen25_7b,alphabetical_think_answer,1.0,-0.2,30,90,-5.46,0.43333333333333335,0.3,0.5666666666666667,0.7555555555555555,0.6888888888888889,1.0,0.0
qwen25_7b,alphabetical_think_answer,1.0,0.0,30,90,0.0,0.711111111111111,0.5777777777777776,0.8333333333333334,0.7777777777777778,0.6555555555555556,0.9888888888888889,0.0
qwen25_7b,alphabetical_think_answer,1.0,0.2,30,90,8.459999999999999,0.8555555555555555,0.7666666666666664,0.9444444444444444,0.6,0.7,1.0,0.0
qwen25_7b,alphabetical_think_answer,1.0,0.6,30,90,25.380000000000003,1.0,1.0,1.0,0.5,0.8777777777777778,1.0,0.0
