model_name,Group,statement_split,statement_idx,statement_id,alpha,alpha_norm,expected_prob
qwen25_3b,continuous09,test,5,test:5,0.0,0.0,0.685342045990563
qwen25_3b,continuous09,test,6,test:6,0.0,0.0,0.9881481346939922
qwen25_3b,continuous09,test,7,test:7,0.0,0.0,0.5049237497032781
qwen25_3b,continuous09,test,8,test:8,0.0,0.0,0.540347002901822
qwen25_3b,continuous09,test,9,test:9,0.0,0.0,0.999980486938687
qwen25_3b,continuous09,test,10,test:10,0.0,0.0,0.999991510952387
qwen25_3b,continuous09,test,11,test:11,0.0,0.0,0.9999903548789207
qwen25_3b,continuous09,test,12,test:12,0.0,0.0,0.9999972803708465
qwen25_3b,continuous09,test,13,test:13,0.0,0.0,0.902331280072063
qwen25_3b,continuous09,test,14,test:14,0.0,0.0,0.2743100184045735
qwen25_3b,continuous09,test,15,test:15,0.0,0.0,0.9958799991235308
qwen25_3b,continuous09,test,16,test:16,0.0,0.0,0.5868523076161397
qwen25_3b,continuous09,test,17,test:17,0.0,0.0,0.8844969862889294
qwen25_3b,continuous09,test,18,test:18,0.0,0.0,0.8993510296138373
qwen25_3b,continuous09,test,19,test:19,0.0,0.0,0.0001301474031318
qwen25_3b,continuous09,test,20,test:20,0.0,0.0,0.9205694013741724
qwen25_3b,continuous09,test,21,test:21,0.0,0.0,0.7804446091361629
qwen25_3b,continuous09,test,22,test:22,0.0,0.0,0.8218056770755666
qwen25_3b,continuous09,test,23,test:23,0.0,0.0,0.6538921202252399
qwen25_3b,continuous09,test,24,test:24,0.0,0.0,0.5926834835843786
qwen25_3b,continuous09,test,25,test:25,0.0,0.0,0.9999957117052206
qwen25_3b,continuous09,test,26,test:26,0.0,0.0,0.978395625867478
qwen25_3b,continuous09,test,27,test:27,0.0,0.0,0.6192908294623067
qwen25_3b,continuous09,test,28,test:28,0.0,0.0,0.9999881095081133
qwen25_3b,continuous09,test,29,test:29,0.0,0.0,0.7189983551861701
qwen25_3b,continuous09,test,30,test:30,0.0,0.0,0.9999836418154506
qwen25_3b,continuous09,test,31,test:31,0.0,0.0,0.999994986157366
qwen25_3b,continuous09,test,32,test:32,0.0,0.0,0.9994860608267534
qwen25_3b,continuous09,test,33,test:33,0.0,0.0,0.9968178472585288
qwen25_3b,continuous09,test,34,test:34,0.0,0.0,0.550966076294424
qwen25_3b,continuous09,test,35,test:35,0.0,0.0,0.9999991536147801
qwen25_3b,continuous09,test,36,test:36,0.0,0.0,0.9999842763080776
qwen25_3b,continuous09,test,37,test:37,0.0,0.0,0.9957662267653169
qwen25_3b,continuous09,test,38,test:38,0.0,0.0,0.9930135529987835
qwen25_3b,continuous09,test,39,test:39,0.0,0.0,0.9999994271064152
qwen25_3b,continuous09,test,40,test:40,0.0,0.0,0.9988448840860357
qwen25_3b,continuous09,test,0,test:0,3.2,0.07,0.9999964935107815
qwen25_3b,continuous09,test,1,test:1,3.2,0.07,0.9996017968610241
qwen25_3b,continuous09,test,2,test:2,3.2,0.07,0.0019762612674679887
qwen25_3b,continuous09,test,3,test:3,3.2,0.07,0.10824972962131164
qwen25_3b,continuous09,test,4,test:4,3.2,0.07,0.9546454585123058
qwen25_3b,continuous09,test,5,test:5,3.2,0.07,0.7320848617378967
qwen25_3b,continuous09,test,6,test:6,3.2,0.07,0.9925164704781646
qwen25_3b,continuous09,test,7,test:7,3.2,0.07,0.5677938313547601
qwen25_3b,continuous09,test,8,test:8,3.2,0.07,0.6300625272083135
qwen25_3b,continuous09,test,9,test:9,3.2,0.07,0.9999881857130121
qwen25_3b,continuous09,test,10,test:10,3.2,0.07,0.9999914698025244
qwen25_3b,continuous09,test,11,test:11,3.2,0.07,0.9999926672181714
qwen25_3b,continuous09,test,12,test:12,3.2,0.07,0.9999983821976421
qwen25_3b,continuous09,test,13,test:13,3.2,0.07,0.9185782516114447
qwen25_3b,continuous09,test,14,test:14,3.2,0.07,0.3217331696858386
qwen25_3b,continuous09,test,15,test:15,3.2,0.07,0.9968810340252898
qwen25_3b,continuous09,test,16,test:16,3.2,0.07,0.6383046908212733
qwen25_3b,continuous09,test,17,test:17,3.2,0.07,0.9140007470750182
qwen25_3b,continuous09,test,18,test:18,3.2,0.07,0.9779603369384297
qwen25_3b,continuous09,test,19,test:19,3.2,0.07,0.0005147335451908445
qwen25_3b,continuous09,test,20,test:20,3.2,0.07,0.9375860915815335
qwen25_3b,continuous09,test,21,test:21,3.2,0.07,0.834859001876309
qwen25_3b,continuous09,test,22,test:22,3.2,0.07,0.8651467348622611
qwen25_3b,continuous09,test,23,test:23,3.2,0.07,0.7201971135774662
qwen25_3b,continuous09,test,24,test:24,3.2,0.07,0.6853382475638348
qwen25_3b,continuous09,test,25,test:25,3.2,0.07,0.9999970735251572
qwen25_3b,continuous09,test,26,test:26,3.2,0.07,0.9856083114814069
qwen25_3b,continuous09,test,27,test:27,3.2,0.07,0.679577094205656
qwen25_3b,continuous09,test,28,test:28,3.2,0.07,0.9999900755651028
qwen25_3b,continuous09,test,29,test:29,3.2,0.07,0.7977590287259798
qwen25_3b,continuous09,test,30,test:30,3.2,0.07,0.9999858070347251
qwen25_3b,continuous09,test,31,test:31,3.2,0.07,0.9999969178678373
qwen25_3b,continuous09,test,32,test:32,3.2,0.07,0.9997721299091857
qwen25_3b,continuous09,test,33,test:33,3.2,0.07,0.9983514873577864
qwen25_3b,continuous09,test,34,test:34,3.2,0.07,0.6119475556337267
qwen25_3b,continuous09,test,35,test:35,3.2,0.07,0.9999994283820628
qwen25_3b,continuous09,test,36,test:36,3.2,0.07,0.9999875931839788
qwen25_3b,continuous09,test,37,test:37,3.2,0.07,0.9957424334677157
qwen25_3b,continuous09,test,38,test:38,3.2,0.07,0.9939019237439842
qwen25_3b,continuous09,test,39,test:39,3.2,0.07,0.9999995463409189
qwen25_3b,continuous09,test,40,test:40,3.2,0.07,0.9989383624335287
qwen25_3b,continuous09,test,0,test:0,24.3,0.535,0.9999996324274107
qwen25_3b,continuous09,test,1,test:1,24.3,0.535,0.9999670543184277
qwen25_3b,continuous09,test,2,test:2,24.3,0.535,0.9666228276049783
qwen25_3b,continuous09,test,3,test:3,24.3,0.535,0.5541420085568889
qwen25_3b,continuous09,test,4,test:4,24.3,0.535,0.9916066428733333
qwen25_3b,continuous09,test,5,test:5,24.3,0.535,0.8575227570799139
qwen25_3b,continuous09,test,6,test:6,24.3,0.535,0.998783897700917
qwen25_3b,continuous09,test,7,test:7,24.3,0.535,0.8337608060308648
qwen25_3b,continuous09,test,8,test:8,24.3,0.535,0.8285924913379225
qwen25_3b,continuous09,test,9,test:9,24.3,0.535,0.9999996970172068
qwen25_3b,continuous09,test,10,test:10,24.3,0.535,0.9999997925978344
qwen25_3b,continuous09,test,11,test:11,24.3,0.535,0.9999997220986935
qwen25_3b,continuous09,test,12,test:12,24.3,0.535,0.9999999812203568
qwen25_3b,continuous09,test,13,test:13,24.3,0.535,0.9849264188630986
qwen25_3b,continuous09,test,14,test:14,24.3,0.535,0.7025931468968257
qwen25_3b,continuous09,test,15,test:15,24.3,0.535,0.9997542000115267
qwen25_3b,continuous09,test,16,test:16,24.3,0.535,0.8688441847559035
qwen25_3b,continuous09,test,17,test:17,24.3,0.535,0.987881325843635
qwen25_3b,continuous09,test,18,test:18,24.3,0.535,0.9994201932286049
qwen25_3b,continuous09,test,19,test:19,24.3,0.535,0.9999026341743407
qwen25_3b,continuous09,test,20,test:20,24.3,0.535,0.9967411131207571
qwen25_3b,continuous09,test,21,test:21,24.3,0.535,0.9906689342576684
qwen25_3b,continuous09,test,22,test:22,24.3,0.535,0.9841734668776358
qwen25_3b,continuous09,test,23,test:23,24.3,0.535,0.9112889427416806
qwen25_3b,continuous09,test,24,test:24,24.3,0.535,0.9596418595155858
qwen25_3b,continuous09,test,25,test:25,24.3,0.535,0.9999999021279352
qwen25_3b,continuous09,test,26,test:26,24.3,0.535,0.9997285295780203
qwen25_3b,continuous09,test,27,test:27,24.3,0.535,0.9170016847873553
qwen25_3b,continuous09,test,28,test:28,24.3,0.535,0.99999960877959
qwen25_3b,continuous09,test,29,test:29,24.3,0.535,0.9927423881689482
qwen25_3b,continuous09,test,30,test:30,24.3,0.535,0.9999994255236887
qwen25_3b,continuous09,test,31,test:31,24.3,0.535,0.9999997903662441
qwen25_3b,continuous09,test,32,test:32,24.3,0.535,0.999948407276658
qwen25_3b,continuous09,test,33,test:33,24.3,0.535,0.9998807430995278
qwen25_3b,continuous09,test,34,test:34,24.3,0.535,0.8182267683316509
qwen25_3b,continuous09,test,35,test:35,24.3,0.535,0.999999982481073
qwen25_3b,continuous09,test,36,test:36,24.3,0.535,0.9999993983738835
qwen25_3b,continuous09,test,37,test:37,24.3,0.535,0.9997112668582577
qwen25_3b,continuous09,test,38,test:38,24.3,0.535,0.9997583331413286
qwen25_3b,continuous09,test,39,test:39,24.3,0.535,0.9999999286258036
qwen25_3b,continuous09,test,40,test:40,24.3,0.535,0.9999059529697732
qwen25_3b,continuous09,test,0,test:0,45.4,1.0,0.999996708629472
qwen25_3b,continuous09,test,1,test:1,45.4,1.0,0.9999999020540261
qwen25_3b,continuous09,test,2,test:2,45.4,1.0,0.9998326313306892
qwen25_3b,continuous09,test,3,test:3,45.4,1.0,0.9814341326159983
qwen25_3b,continuous09,test,4,test:4,45.4,1.0,0.9999968670443595
qwen25_3b,continuous09,test,5,test:5,45.4,1.0,0.9985416491928107
qwen25_3b,continuous09,test,6,test:6,45.4,1.0,0.9999937768895966
qwen25_3b,continuous09,test,7,test:7,45.4,1.0,0.9413784815246647
qwen25_3b,continuous09,test,8,test:8,45.4,1.0,0.9746354509944543
qwen25_3b,continuous09,test,9,test:9,45.4,1.0,0.9999993078748193
qwen25_3b,continuous09,test,10,test:10,45.4,1.0,0.9999808197174865
qwen25_3b,continuous09,test,11,test:11,45.4,1.0,0.9999897260113839
qwen25_3b,continuous09,test,12,test:12,45.4,1.0,0.9999883026547097
qwen25_3b,continuous09,test,13,test:13,45.4,1.0,0.9999884732527479
qwen25_3b,continuous09,test,14,test:14,45.4,1.0,0.9189833370110347
qwen25_3b,continuous09,test,15,test:15,45.4,1.0,0.9999978103755277
qwen25_3b,continuous09,test,16,test:16,45.4,1.0,0.9991111077553378
qwen25_3b,continuous09,test,17,test:17,45.4,1.0,0.9999961672628496
qwen25_3b,continuous09,test,18,test:18,45.4,1.0,0.9998736207572646
qwen25_3b,continuous09,test,19,test:19,45.4,1.0,0.999983111797666
qwen25_3b,continuous09,test,20,test:20,45.4,1.0,0.9993851799933182
qwen25_3b,continuous09,test,21,test:21,45.4,1.0,0.9999646253452253
qwen25_3b,continuous09,test,22,test:22,45.4,1.0,0.9999722852038416
qwen25_3b,continuous09,test,23,test:23,45.4,1.0,0.9998896067834337
qwen25_3b,continuous09,test,24,test:24,45.4,1.0,0.9999558198613481
qwen25_3b,continuous09,test,25,test:25,45.4,1.0,0.9998975870928523
qwen25_3b,continuous09,test,26,test:26,45.4,1.0,0.9999978968340538
qwen25_3b,continuous09,test,27,test:27,45.4,1.0,0.9997055770248231
qwen25_3b,continuous09,test,28,test:28,45.4,1.0,0.9999994530261856
qwen25_3b,continuous09,test,29,test:29,45.4,1.0,0.9999261856211064
qwen25_3b,continuous09,test,30,test:30,45.4,1.0,0.9999950407758025
qwen25_3b,continuous09,test,31,test:31,45.4,1.0,0.9996618755095246
qwen25_3b,continuous09,test,32,test:32,45.4,1.0,0.9999968166292502
qwen25_3b,continuous09,test,33,test:33,45.4,1.0,0.9999919903430514
qwen25_3b,continuous09,test,34,test:34,45.4,1.0,0.9940659302735071
qwen25_3b,continuous09,test,35,test:35,45.4,1.0,0.9999823706914499
qwen25_3b,continuous09,test,36,test:36,45.4,1.0,0.999993659061428
qwen25_3b,continuous09,test,37,test:37,45.4,1.0,0.9999923781979643
qwen25_3b,continuous09,test,38,test:38,45.4,1.0,0.9999924391469379
qwen25_3b,continuous09,test,39,test:39,45.4,1.0,0.999999720812535
qwen25_3b,continuous09,test,40,test:40,45.4,1.0,0.9999977209599261
qwen25_3b,binarySentiment,all,0,all:0,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,1,all:1,-17.9,-1.0,7.889324827200223e-06
qwen25_3b,binarySentiment,all,2,all:2,-17.9,-1.0,4.1399377187851675e-08
qwen25_3b,binarySentiment,all,3,all:3,-17.9,-1.0,8.315287191035679e-07
qwen25_3b,binarySentiment,all,4,all:4,-17.9,-1.0,1.7603463121561691e-06
qwen25_3b,binarySentiment,all,5,all:5,-17.9,-1.0,8.764248219443637e-08
qwen25_3b,binarySentiment,all,6,all:6,-17.9,-1.0,1.1861120151343832e-08
qwen25_3b,binarySentiment,all,7,all:7,-17.9,-1.0,4.1399377187851675e-08
qwen25_3b,binarySentiment,all,8,all:8,-17.9,-1.0,1.855391362615978e-07
qwen25_3b,binarySentiment,all,9,all:9,-17.9,-1.0,1.4449802461092448e-07
qwen25_3b,binarySentiment,all,10,all:10,-17.9,-1.0,8.764248219443637e-08
qwen25_3b,binarySentiment,all,11,all:11,-17.9,-1.0,5.602796437537268e-09
qwen25_3b,binarySentiment,all,12,all:12,-17.9,-1.0,1.1861120151343832e-08
qwen25_3b,binarySentiment,all,13,all:13,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,14,all:14,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,15,all:15,-17.9,-1.0,6.82560337633487e-08
qwen25_3b,binarySentiment,all,16,all:16,-17.9,-1.0,6.82560337633487e-08
qwen25_3b,binarySentiment,all,17,all:17,-17.9,-1.0,1.3709590863840845e-06
qwen25_3b,binarySentiment,all,18,all:18,-17.9,-1.0,1.0677040100347829e-06
qwen25_3b,binarySentiment,all,19,all:19,-17.9,-1.0,1.0677040100347829e-06
qwen25_3b,binarySentiment,all,20,all:20,-17.9,-1.0,1.5229979744712632e-08
qwen25_3b,binarySentiment,all,21,all:21,-17.9,-1.0,1.0677040100347829e-06
qwen25_3b,binarySentiment,all,22,all:22,-17.9,-1.0,1.4449802461092448e-07
qwen25_3b,binarySentiment,all,23,all:23,-17.9,-1.0,1.4449802461092448e-07
qwen25_3b,binarySentiment,all,24,all:24,-17.9,-1.0,6.82560337633487e-08
qwen25_3b,binarySentiment,all,25,all:25,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,26,all:26,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,27,all:27,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,28,all:28,-17.9,-1.0,5.3157852544244216e-08
qwen25_3b,binarySentiment,all,29,all:29,-17.9,-1.0,1.5229979744712632e-08
qwen25_3b,binarySentiment,all,30,all:30,-17.9,-1.0,6.475952175842209e-07
qwen25_3b,binarySentiment,all,31,all:31,-17.9,-1.0,3.2241867372567335e-08
qwen25_3b,binarySentiment,all,32,all:32,-17.9,-1.0,1.5229979744712632e-08
qwen25_3b,binarySentiment,all,33,all:33,-17.9,-1.0,4.785117392129009e-06
qwen25_3b,binarySentiment,all,34,all:34,-17.9,-1.0,1.0677040100347829e-06
qwen25_3b,binarySentiment,all,35,all:35,-17.9,-1.0,5.3157852544244216e-08
qwen25_3b,binarySentiment,all,36,all:36,-17.9,-1.0,4.1399377187851675e-08
qwen25_3b,binarySentiment,all,37,all:37,-17.9,-1.0,1.1861120151343832e-08
qwen25_3b,binarySentiment,all,38,all:38,-17.9,-1.0,3.927863545481039e-07
qwen25_3b,binarySentiment,all,39,all:39,-17.9,-1.0,8.315287191035679e-07
qwen25_3b,binarySentiment,all,40,all:40,-17.9,-1.0,8.315287191035679e-07
qwen25_3b,binarySentiment,all,41,all:41,-17.9,-1.0,4.1399377187851675e-08
qwen25_3b,binarySentiment,all,42,all:42,-17.9,-1.0,3.927863545481039e-07
qwen25_3b,binarySentiment,all,43,all:43,-17.9,-1.0,2.5109991557439816e-08
qwen25_3b,binarySentiment,all,44,all:44,-17.9,-1.0,1.3709590863840845e-06
qwen25_3b,binarySentiment,all,45,all:45,-17.9,-1.0,2.3823696675018185e-07
qwen25_3b,binarySentiment,all,46,all:46,-17.9,-1.0,6.475952175842209e-07
qwen25_3b,binarySentiment,all,47,all:47,-17.9,-1.0,8.315287191035679e-07
qwen25_3b,binarySentiment,all,48,all:48,-17.9,-1.0,6.475952175842209e-07
qwen25_3b,binarySentiment,all,49,all:49,-17.9,-1.0,2.5109991557439816e-08
qwen25_3b,binarySentiment,all,50,all:50,-17.9,-1.0,3.927863545481039e-07
qwen25_3b,binarySentiment,all,51,all:51,-17.9,-1.0,3.059023205018258e-07
qwen25_3b,binarySentiment,all,52,all:52,-17.9,-1.0,1.855391362615978e-07
qwen25_3b,binarySentiment,all,53,all:53,-17.9,-1.0,1.855391362615978e-07
qwen25_3b,binarySentiment,all,54,all:54,-17.9,-1.0,1.7603463121561691e-06
qwen25_3b,binarySentiment,all,55,all:55,-17.9,-1.0,1.855391362615978e-07
qwen25_3b,binarySentiment,all,56,all:56,-17.9,-1.0,6.82560337633487e-08
qwen25_3b,binarySentiment,all,57,all:57,-17.9,-1.0,1.855391362615978e-07
qwen25_3b,binarySentiment,all,58,all:58,-17.9,-1.0,1.0677040100347829e-06
qwen25_3b,binarySentiment,all,59,all:59,-17.9,-1.0,3.2241867372567335e-08
qwen25_3b,binarySentiment,all,60,all:60,-17.9,-1.0,8.315287191035679e-07
qwen25_3b,binarySentiment,all,61,all:61,-17.9,-1.0,3.059023205018258e-07
qwen25_3b,binarySentiment,all,62,all:62,-17.9,-1.0,1.4449802461092448e-07
qwen25_3b,binarySentiment,all,63,all:63,-17.9,-1.0,2.3823696675018185e-07
qwen25_3b,binarySentiment,all,64,all:64,-17.9,-1.0,3.059023205018258e-07
qwen25_3b,binarySentiment,all,65,all:65,-17.9,-1.0,4.1399377187851675e-08
qwen25_3b,binarySentiment,all,66,all:66,-17.9,-1.0,2.5109991557439816e-08
qwen25_3b,binarySentiment,all,67,all:67,-17.9,-1.0,2.5109991557439816e-08
qwen25_3b,binarySentiment,all,68,all:68,-17.9,-1.0,7.194133030325384e-09
qwen25_3b,binarySentiment,all,69,all:69,-17.9,-1.0,1.0677040100347829e-06
qwen25_3b,binarySentiment,all,70,all:70,-17.9,-1.0,4.363462252943701e-09
qwen25_3b,binarySentiment,all,71,all:71,-17.9,-1.0,1.4449802461092448e-07
qwen25_3b,binarySentiment,all,72,all:72,-17.9,-1.0,1.670170079024566e-05
qwen25_3b,binarySentiment,all,73,all:73,-17.9,-1.0,3.2241867372567335e-08
qwen25_3b,binarySentiment,all,74,all:74,-17.9,-1.0,5.3157852544244216e-08
qwen25_3b,binarySentiment,all,75,all:75,-17.9,-1.0,6.475952175842209e-07
qwen25_3b,binarySentiment,all,76,all:76,-17.9,-1.0,1.9555681087850496e-08
qwen25_3b,binarySentiment,all,77,all:77,-17.9,-1.0,1.3709590863840845e-06
qwen25_3b,binarySentiment,all,78,all:78,-17.9,-1.0,8.764248219443637e-08
qwen25_3b,binarySentiment,all,79,all:79,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,80,all:80,-17.9,-1.0,2.902320408650404e-06
qwen25_3b,binarySentiment,all,81,all:81,-17.9,-1.0,1.855391362615978e-07
qwen25_3b,binarySentiment,all,82,all:82,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,83,all:83,-17.9,-1.0,1.0677040100347829e-06
qwen25_3b,binarySentiment,all,84,all:84,-17.9,-1.0,5.04347662567888e-07
qwen25_3b,binarySentiment,all,85,all:85,-17.9,-1.0,8.764248219443637e-08
qwen25_3b,binarySentiment,all,86,all:86,-17.9,-1.0,3.059023205018258e-07
qwen25_3b,binarySentiment,all,87,all:87,-17.9,-1.0,6.475952175842209e-07
qwen25_3b,binarySentiment,all,88,all:88,-17.9,-1.0,5.04347662567888e-07
qwen25_3b,binarySentiment,all,89,all:89,-17.9,-1.0,1.855391362615978e-07
qwen25_3b,binarySentiment,all,90,all:90,-17.9,-1.0,6.475952175842209e-07
qwen25_3b,binarySentiment,all,91,all:91,-17.9,-1.0,8.315287191035679e-07
qwen25_3b,binarySentiment,all,92,all:92,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,93,all:93,-17.9,-1.0,6.02357383788648e-08
qwen25_3b,binarySentiment,all,94,all:94,-17.9,-1.0,3.927863545481039e-07
qwen25_3b,binarySentiment,all,95,all:95,-17.9,-1.0,5.3157852544244216e-08
qwen25_3b,binarySentiment,all,96,all:96,-17.9,-1.0,7.194133030325384e-09
qwen25_3b,binarySentiment,all,97,all:97,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,98,all:98,-17.9,-1.0,1.9555681087850496e-08
qwen25_3b,binarySentiment,all,99,all:99,-17.9,-1.0,1.9555681087850496e-08
qwen25_3b,binarySentiment,all,100,all:100,-17.9,-1.0,5.04347662567888e-07
qwen25_3b,binarySentiment,all,101,all:101,-17.9,-1.0,5.04347662567888e-07
qwen25_3b,binarySentiment,all,102,all:102,-17.9,-1.0,5.602796437537268e-09
qwen25_3b,binarySentiment,all,103,all:103,-17.9,-1.0,8.315287191035679e-07
qwen25_3b,binarySentiment,all,104,all:104,-17.9,-1.0,8.315287191035679e-07
qwen25_3b,binarySentiment,all,105,all:105,-17.9,-1.0,2.3823696675018185e-07
qwen25_3b,binarySentiment,all,106,all:106,-17.9,-1.0,2.3823696675018185e-07
qwen25_3b,binarySentiment,all,107,all:107,-17.9,-1.0,6.82560337633487e-08
qwen25_3b,binarySentiment,all,108,all:108,-17.9,-1.0,4.785117392129009e-06
qwen25_3b,binarySentiment,all,109,all:109,-17.9,-1.0,1.4449802461092448e-07
qwen25_3b,binarySentiment,all,110,all:110,-17.9,-1.0,1.9555681087850496e-08
qwen25_3b,binarySentiment,all,111,all:111,-17.9,-1.0,8.764248219443637e-08
qwen25_3b,binarySentiment,all,112,all:112,-17.9,-1.0,5.602796437537268e-09
qwen25_3b,binarySentiment,all,113,all:113,-17.9,-1.0,1.1861120151343832e-08
qwen25_3b,binarySentiment,all,114,all:114,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,115,all:115,-17.9,-1.0,6.82560337633487e-08
qwen25_3b,binarySentiment,all,116,all:116,-17.9,-1.0,1.7603463121561691e-06
qwen25_3b,binarySentiment,all,117,all:117,-17.9,-1.0,1.5229979744712632e-08
qwen25_3b,binarySentiment,all,118,all:118,-17.9,-1.0,1.9555681087850496e-08
qwen25_3b,binarySentiment,all,119,all:119,-17.9,-1.0,1.4449802461092448e-07
qwen25_3b,binarySentiment,all,120,all:120,-17.9,-1.0,3.059023205018258e-07
qwen25_3b,binarySentiment,all,121,all:121,-17.9,-1.0,5.04347662567888e-07
qwen25_3b,binarySentiment,all,122,all:122,-17.9,-1.0,1.1253517471925913e-07
qwen25_3b,binarySentiment,all,123,all:123,-17.9,-1.0,1.1861120151343832e-08
qwen25_3b,binarySentiment,all,124,all:124,-17.9,-1.0,7.889324827200223e-06
qwen25_3b,binarySentiment,all,125,all:125,-17.9,-1.0,1.3709590863840845e-06
qwen25_3b,binarySentiment,all,126,all:126,-17.9,-1.0,1.3709590863840845e-06
qwen25_3b,binarySentiment,all,127,all:127,-17.9,-1.0,5.04347662567888e-07
qwen25_3b,binarySentiment,all,128,all:128,-17.9,-1.0,1.855391362615978e-07
qwen25_3b,binarySentiment,all,129,all:129,-17.9,-1.0,6.82560337633487e-08
qwen25_3b,binarySentiment,all,130,all:130,-17.9,-1.0,1.4449802461092448e-07
qwen25_3b,binarySentiment,all,131,all:131,-17.9,-1.0,8.315287191035679e-07
qwen25_3b,binarySentiment,all,132,all:132,-17.9,-1.0,1.0677040100347829e-06
qwen25_3b,binarySentiment,all,133,all:133,-17.9,-1.0,8.764248219443637e-08
qwen25_3b,binarySentiment,all,134,all:134,-17.9,-1.0,5.04347662567888e-07
qwen25_3b,binarySentiment,all,135,all:135,-17.9,-1.0,2.3823696675018185e-07
