model_name,task,temperature,outcome,n_items,mean_alignment_slope,bootstrap_ci_low,bootstrap_ci_high,ci_excludes_zero
llama3_8b,alphabetical_think_answer,0.2,reasoning_structure_score,30,0.005555555555555736,-0.09999999999999977,0.11111111111111126,False
llama3_8b,alphabetical_think_answer,0.2,sound_reasoning,30,0.38333333333333325,0.18055555555555552,0.5777777777777775,True
llama3_8b,alphabetical_think_answer,1.0,factual_correctness_score,30,0.4666666666666665,0.26944444444444443,0.6805555555555551,True
llama3_8b,alphabetical_think_answer,1.0,logical_consistency_score,30,0.5861111111111109,0.2999305555555555,0.8722222222222216,True
llama3_8b,alphabetical_think_answer,1.0,reasoning_structure_score,30,0.07222222222222234,-0.10555555555555532,0.2444444444444444,False
llama3_8b,alphabetical_think_answer,1.0,sound_reasoning,30,0.4499999999999999,0.33194444444444443,0.5652777777777777,True
qwen25_14b,TruthfulQA,0.0,factual_correctness_score,30,0.9666666666666665,0.6333333333333332,1.2749999999999995,True
qwen25_14b,TruthfulQA,0.0,logical_consistency_score,30,0.9416666666666664,0.6416666666666665,1.2333333333333332,True
qwen25_14b,TruthfulQA,0.0,reasoning_structure_score,30,0.10000000000000017,2.5689231432830796e-16,0.23333333333333345,True
qwen25_14b,TruthfulQA,0.0,sound_reasoning,30,0.7416666666666665,0.6249999999999999,0.8416666666666665,True
qwen25_14b,TruthfulQA,0.2,factual_correctness_score,30,0.8166666666666663,0.6111111111111109,1.025069444444443,True
qwen25_14b,TruthfulQA,0.2,logical_consistency_score,30,0.8263888888888887,0.5486111111111109,1.1042013888888882,True
qwen25_14b,TruthfulQA,0.2,reasoning_structure_score,30,0.1805555555555557,0.10000000000000017,0.26388888888888895,True
qwen25_14b,TruthfulQA,0.2,sound_reasoning,30,0.6833333333333331,0.5805555555555554,0.7777777777777775,True
qwen25_14b,TruthfulQA,1.0,factual_correctness_score,30,0.7694444444444439,0.5166666666666666,1.0083333333333329,True
qwen25_14b,TruthfulQA,1.0,logical_consistency_score,30,0.9777777777777773,0.7499999999999996,1.1861111111111104,True
qwen25_14b,TruthfulQA,1.0,reasoning_structure_score,30,0.16944444444444454,0.08055555555555576,0.2638888888888889,True
qwen25_14b,TruthfulQA,1.0,sound_reasoning,30,0.7138888888888886,0.6416666666666665,0.7833333333333332,True
qwen25_14b,alphabetical_think_answer,0.0,factual_correctness_score,30,1.2999999999999996,1.0666666666666664,1.5166666666666662,True
qwen25_14b,alphabetical_think_answer,0.0,logical_consistency_score,30,0.5,0.20000000000000012,0.8,True
qwen25_14b,alphabetical_think_answer,0.0,reasoning_structure_score,30,0.2083333333333334,0.08333333333333352,0.35833333333333334,True
qwen25_14b,alphabetical_think_answer,0.0,sound_reasoning,30,0.7166666666666665,0.5999999999999998,0.8166666666666664,True
qwen25_14b,alphabetical_think_answer,0.2,factual_correctness_score,30,1.0388888888888885,0.8777777777777775,1.194444444444444,True
qwen25_14b,alphabetical_think_answer,0.2,logical_consistency_score,30,0.6083333333333332,0.3666666666666666,0.8611111111111107,True
qwen25_14b,alphabetical_think_answer,0.2,reasoning_structure_score,30,0.10000000000000017,0.033333333333333534,0.1777777777777779,True
qwen25_14b,alphabetical_think_answer,0.2,sound_reasoning,30,0.6972222222222221,0.6111111111111108,0.7805555555555552,True
qwen25_14b,alphabetical_think_answer,1.0,factual_correctness_score,30,0.9944444444444441,0.8277777777777774,1.1638888888888885,True
qwen25_14b,alphabetical_think_answer,1.0,logical_consistency_score,30,0.6166666666666667,0.3916666666666666,0.847222222222222,True
qwen25_14b,alphabetical_think_answer,1.0,reasoning_structure_score,30,0.2000000000000001,0.1222222222222224,0.2833333333333333,True
qwen25_14b,alphabetical_think_answer,1.0,sound_reasoning,30,0.6638888888888886,0.5805555555555554,0.7444444444444441,True
qwen25_32b,TruthfulQA,0.0,factual_correctness_score,30,0.4083333333333333,0.09166666666666679,0.7333333333333331,True
qwen25_32b,TruthfulQA,0.0,logical_consistency_score,30,0.5666666666666667,0.2750000000000001,0.8666666666666665,True
qwen25_32b,TruthfulQA,0.0,reasoning_structure_score,30,0.06666666666666683,-0.07499999999999973,0.2166666666666667,False
qwen25_32b,TruthfulQA,0.0,sound_reasoning,30,0.4333333333333333,0.2583333333333334,0.5999999999999998,True
qwen25_32b,TruthfulQA,0.2,factual_correctness_score,30,0.4833333333333332,0.23888888888888887,0.7361111111111108,True
qwen25_32b,TruthfulQA,0.2,logical_consistency_score,30,0.6222222222222222,0.37499999999999994,0.8722222222222221,True
qwen25_32b,TruthfulQA,0.2,reasoning_structure_score,30,0.047222222222222415,-0.036111111111110906,0.14722222222222234,False
qwen25_32b,TruthfulQA,0.2,sound_reasoning,30,0.5388888888888886,0.4222222222222221,0.6527777777777775,True
qwen25_32b,TruthfulQA,1.0,factual_correctness_score,30,0.41944444444444434,0.2444444444444445,0.6083333333333331,True
qwen25_32b,TruthfulQA,1.0,logical_consistency_score,30,0.8777777777777775,0.6444444444444442,1.0888888888888884,True
qwen25_32b,TruthfulQA,1.0,reasoning_structure_score,30,0.008333333333333552,-0.03888888888888864,0.061111111111111296,False
qwen25_32b,TruthfulQA,1.0,sound_reasoning,30,0.5555555555555554,0.44444444444444436,0.6584027777777767,True
qwen25_32b,alphabetical_think_answer,0.0,factual_correctness_score,30,0.7083333333333334,0.4083333333333334,1.008333333333333,True
qwen25_32b,alphabetical_think_answer,0.0,logical_consistency_score,30,0.42500000000000004,0.20000000000000012,0.6833333333333333,True
qwen25_32b,alphabetical_think_answer,0.0,reasoning_structure_score,30,0.09166666666666687,0.008333333333333574,0.19166666666666676,True
qwen25_32b,alphabetical_think_answer,0.0,sound_reasoning,30,0.4916666666666666,0.3416666666666667,0.6333333333333332,True
qwen25_32b,alphabetical_think_answer,0.2,factual_correctness_score,30,0.44999999999999996,0.2333333333333334,0.6777777777777776,True
qwen25_32b,alphabetical_think_answer,0.2,logical_consistency_score,30,0.5555555555555555,0.35000000000000003,0.772222222222222,True
qwen25_32b,alphabetical_think_answer,0.2,reasoning_structure_score,30,0.025000000000000223,-0.005555555555555305,0.077777777777778,False
qwen25_32b,alphabetical_think_answer,0.2,sound_reasoning,30,0.4749999999999999,0.3416666666666667,0.6055555555555554,True
qwen25_32b,alphabetical_think_answer,1.0,factual_correctness_score,30,0.3777777777777777,0.16111111111111115,0.6111111111111109,True
qwen25_32b,alphabetical_think_answer,1.0,logical_consistency_score,30,0.6277777777777778,0.44999999999999996,0.811111111111111,True
qwen25_32b,alphabetical_think_answer,1.0,reasoning_structure_score,30,-0.0027777777777775402,-0.030555555555555315,0.030555555555555763,False
qwen25_32b,alphabetical_think_answer,1.0,sound_reasoning,30,0.4749999999999999,0.34444444444444444,0.5999999999999999,True
qwen25_72b,TruthfulQA,0.0,factual_correctness_score,30,0.55,0.20833333333333334,0.8833333333333331,True
qwen25_72b,TruthfulQA,0.0,logical_consistency_score,30,0.3333333333333333,0.11666666666666688,0.5666666666666667,True
qwen25_72b,TruthfulQA,0.0,reasoning_structure_score,30,0.03333333333333353,-0.07499999999999976,0.15000000000000008,False
qwen25_72b,TruthfulQA,0.0,sound_reasoning,30,0.4,0.1916666666666667,0.5916666666666665,True
qwen25_72b,TruthfulQA,0.2,factual_correctness_score,30,0.5388888888888889,0.275,0.8027777777777775,True
qwen25_72b,TruthfulQA,0.2,logical_consistency_score,30,0.40555555555555556,0.13333333333333344,0.6694444444444444,True
qwen25_72b,TruthfulQA,0.2,reasoning_structure_score,30,0.09166666666666681,-0.011111111111110902,0.188888888888889,False
qwen25_72b,TruthfulQA,0.2,sound_reasoning,30,0.4277777777777777,0.26111111111111107,0.5777777777777776,True
qwen25_72b,TruthfulQA,1.0,factual_correctness_score,30,0.6194444444444442,0.37222222222222207,0.872222222222222,True
qwen25_72b,TruthfulQA,1.0,logical_consistency_score,30,0.3277777777777777,0.08055555555555574,0.561111111111111,True
qwen25_72b,TruthfulQA,1.0,reasoning_structure_score,30,0.06388888888888908,0.0027777777777779882,0.1305555555555557,True
qwen25_72b,TruthfulQA,1.0,sound_reasoning,30,0.42222222222222217,0.26666666666666666,0.5694444444444443,True
qwen25_72b,alphabetical_think_answer,0.0,factual_correctness_score,30,0.20000000000000012,0.05000000000000022,0.4000000000000001,True
qwen25_72b,alphabetical_think_answer,0.0,logical_consistency_score,30,0.1500000000000002,2.4825341532472716e-16,0.35,True
qwen25_72b,alphabetical_think_answer,0.0,reasoning_structure_score,30,0.025000000000000227,-0.0166666666666664,0.08333333333333355,False
qwen25_72b,alphabetical_think_answer,0.0,sound_reasoning,30,0.12500000000000017,0.025000000000000227,0.22500000000000006,True
qwen25_72b,alphabetical_think_answer,0.2,factual_correctness_score,30,0.163888888888889,0.06388888888888908,0.2888888888888889,True
qwen25_72b,alphabetical_think_answer,0.2,logical_consistency_score,30,0.12500000000000017,0.033333333333333555,0.2250000000000001,True
qwen25_72b,alphabetical_think_answer,0.2,reasoning_structure_score,30,0.04722222222222242,0.0027777777777780216,0.10833333333333353,True
qwen25_72b,alphabetical_think_answer,0.2,sound_reasoning,30,0.1111111111111113,0.05000000000000019,0.18333333333333343,True
qwen25_72b,alphabetical_think_answer,1.0,factual_correctness_score,30,0.3916666666666666,0.2027777777777778,0.5833333333333333,True
qwen25_72b,alphabetical_think_answer,1.0,logical_consistency_score,30,0.2527777777777778,0.08611111111111132,0.4166666666666667,True
qwen25_72b,alphabetical_think_answer,1.0,reasoning_structure_score,30,0.07777777777777799,0.027777777777777988,0.13333333333333347,True
qwen25_72b,alphabetical_think_answer,1.0,sound_reasoning,30,0.21944444444444447,0.1111111111111113,0.3333333333333333,True
qwen25_7b,TruthfulQA,0.0,factual_correctness_score,30,0.5833333333333331,0.26666666666666655,0.8916666666666664,True
qwen25_7b,TruthfulQA,0.0,logical_consistency_score,30,0.9333333333333331,0.5999999999999998,1.233333333333333,True
qwen25_7b,TruthfulQA,0.0,reasoning_structure_score,30,0.10000000000000017,-0.008333333333333113,0.22500000000000006,False
qwen25_7b,TruthfulQA,0.0,sound_reasoning,30,0.6583333333333331,0.5416666666666664,0.7749999999999998,True
qwen25_7b,TruthfulQA,0.2,factual_correctness_score,30,0.48611111111111094,0.2083333333333334,0.7638888888888886,True
qwen25_7b,TruthfulQA,0.2,logical_consistency_score,30,0.8638888888888887,0.47493055555555536,1.2166666666666663,True
qwen25_7b,TruthfulQA,0.2,reasoning_structure_score,30,0.15555555555555564,0.03888888888888907,0.28333333333333327,True
qwen25_7b,TruthfulQA,0.2,sound_reasoning,30,0.6388888888888886,0.522222222222222,0.7499999999999997,True
qwen25_7b,TruthfulQA,1.0,factual_correctness_score,30,0.4499999999999997,0.23888888888888882,0.6583333333333331,True
qwen25_7b,TruthfulQA,1.0,logical_consistency_score,30,0.9416666666666664,0.6666666666666665,1.194444444444444,True
qwen25_7b,TruthfulQA,1.0,reasoning_structure_score,30,0.030555555555555718,-0.08611111111111089,0.13888888888888898,False
qwen25_7b,TruthfulQA,1.0,sound_reasoning,30,0.5805555555555552,0.48888888888888865,0.6694444444444443,True
qwen25_7b,alphabetical_think_answer,0.0,factual_correctness_score,30,0.7583333333333331,0.3416666666666667,1.133333333333333,True
qwen25_7b,alphabetical_think_answer,0.0,logical_consistency_score,30,0.375,0.13333333333333341,0.6333333333333332,True
qwen25_7b,alphabetical_think_answer,0.0,reasoning_structure_score,30,0.041666666666666886,-0.016666666666666403,0.12500000000000017,False
qwen25_7b,alphabetical_think_answer,0.0,sound_reasoning,30,0.5416666666666664,0.3583333333333332,0.7083333333333331,True
qwen25_7b,alphabetical_think_answer,0.2,factual_correctness_score,30,0.8333333333333331,0.5277777777777776,1.1277777777777773,True
qwen25_7b,alphabetical_think_answer,0.2,logical_consistency_score,30,0.5222222222222219,0.31666666666666665,0.7277777777777776,True
qwen25_7b,alphabetical_think_answer,0.2,reasoning_structure_score,30,0.0027777777777780064,-0.055555555555555296,0.07222222222222241,False
qwen25_7b,alphabetical_think_answer,0.2,sound_reasoning,30,0.6333333333333332,0.522222222222222,0.7305555555555554,True
qwen25_7b,alphabetical_think_answer,1.0,factual_correctness_score,30,0.6305555555555553,0.3554861111111109,0.8999999999999996,True
qwen25_7b,alphabetical_think_answer,1.0,logical_consistency_score,30,0.636111111111111,0.4583333333333332,0.8166666666666664,True
qwen25_7b,alphabetical_think_answer,1.0,reasoning_structure_score,30,0.02777777777777799,-0.00833333333333309,0.06666666666666685,False
qwen25_7b,alphabetical_think_answer,1.0,sound_reasoning,30,0.5138888888888887,0.4027777777777777,0.6166666666666665,True
