model_name,task,outcome,metric,reference,candidate,n_items,reference_mean,candidate_mean,candidate_minus_reference,bootstrap_ci_low,bootstrap_ci_high,ci_excludes_zero,p_sign_flip,p_holm,holm_significant
qwen25_32b,alphabetical_think_answer,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.055555555555555546,0.08333333333333331,0.027777777777777773,-0.13888888888888887,0.1944444444444444,False,1.0,1.0,False
qwen25_32b,alphabetical_think_answer,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9444444444444444,1.0,0.05555555555555556,0.0,0.12222222222222226,False,0.25049749502504975,1.0,False
qwen25_32b,alphabetical_think_answer,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,-7.401486830834377e-18,0.08333333333333331,0.08333333333333331,0.0,0.1944444444444444,False,0.25054749452505476,1.0,False
qwen25_32b,alphabetical_think_answer,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9777777777777777,0.9888888888888888,0.011111111111111112,-0.022222222222222223,0.044444444444444446,False,1.0,1.0,False
qwen25_32b,alphabetical_think_answer,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.24999999999999992,0.24999999999999994,1.850371707708594e-17,-0.1666666666666666,0.13888888888888887,False,1.0,1.0,False
qwen25_32b,alphabetical_think_answer,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9666666666666667,0.9666666666666667,0.0,-0.03333333333333333,0.03333333333333333,False,1.0,1.0,False
qwen25_72b,TruthfulQA,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.5555555555555554,0.24999999999999992,-0.3055555555555554,-0.8618055555555548,0.1944444444444444,False,0.34829651703482967,1.0,False
qwen25_72b,TruthfulQA,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.7111111111111111,0.7666666666666667,0.055555555555555566,-0.1111111111111111,0.2111111111111111,False,0.6227537724622754,1.0,False
qwen25_72b,TruthfulQA,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.2222222222222222,0.24999999999999994,0.02777777777777771,-0.4444444444444443,0.4166666666666664,False,1.0,1.0,False
qwen25_72b,TruthfulQA,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.8666666666666667,0.8888888888888888,0.02222222222222222,-0.15555555555555556,0.17777777777777776,False,1.0,1.0,False
qwen25_72b,TruthfulQA,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.08333333333333331,-7.401486830834377e-18,-0.08333333333333331,-0.19444444444444445,0.027777777777777773,False,0.37788622113778864,1.0,False
qwen25_72b,TruthfulQA,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9,0.9555555555555556,0.05555555555555555,-0.022222222222222223,0.13333333333333336,False,0.3126568734312657,1.0,False
qwen25_72b,TruthfulQA,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.44444444444444425,0.30555555555555547,-0.1388888888888888,-0.5555555555555554,0.22222222222222224,False,0.6167338326616734,1.0,False
qwen25_72b,TruthfulQA,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.7666666666666667,0.7999999999999999,0.03333333333333333,-0.1,0.16666666666666663,False,0.7663323366766333,1.0,False
qwen25_72b,alphabetical_think_answer,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.055555555555555546,0.1944444444444444,0.13888888888888887,0.0,0.30555555555555547,False,0.2500974990250098,1.0,False
qwen25_72b,alphabetical_think_answer,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,1.0,0.9555555555555555,-0.044444444444444446,-0.11111111111111113,0.0,False,0.5007749922500775,1.0,False
qwen25_72b,alphabetical_think_answer,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.0,0.055555555555555546,0.055555555555555546,0.0,0.16666666666666663,False,1.0,1.0,False
qwen25_72b,alphabetical_think_answer,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,1.0,1.0,0.0,0.0,0.0,False,1.0,1.0,False
qwen25_72b,alphabetical_think_answer,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,-0.02777777777777778,0.027777777777777766,0.055555555555555546,0.0,0.16666666666666663,False,1.0,1.0,False
qwen25_72b,alphabetical_think_answer,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9888888888888889,0.9888888888888888,0.0,-0.03333333333333333,0.03333333333333333,False,1.0,1.0,False
qwen25_72b,alphabetical_think_answer,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.027777777777777773,0.11111111111111109,0.08333333333333331,0.0,0.1944444444444444,False,0.24868751312486875,1.0,False
qwen25_72b,alphabetical_think_answer,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,1.0,0.9777777777777777,-0.022222222222222223,-0.055555555555555566,0.0,False,0.4991550084499155,1.0,False
qwen25_7b,TruthfulQA,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.9444444444444442,0.6944444444444443,-0.25000000000000006,-0.8333333333333333,0.333333333333333,False,0.4682453175468245,1.0,False
qwen25_7b,TruthfulQA,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.5333333333333333,0.6222222222222222,0.08888888888888889,-0.1222222222222222,0.28888888888888886,False,0.47671523284767153,1.0,False
qwen25_7b,TruthfulQA,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,1.2222222222222219,1.8333333333333328,0.6111111111111108,-0.02777777777777787,1.3333333333333328,False,0.1070889291107089,1.0,False
qwen25_7b,TruthfulQA,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.7777777777777778,0.8555555555555556,0.07777777777777778,-0.022222222222222223,0.17777777777777778,False,0.21759782402175978,1.0,False
qwen25_7b,TruthfulQA,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.1388888888888888,-0.027777777777777856,-0.16666666666666669,-0.5555555555555555,0.22222222222222215,False,0.4966250337496625,1.0,False
qwen25_7b,TruthfulQA,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9111111111111112,0.9111111111111112,-1.8503717077085942e-18,-0.07777777777777779,0.07777777777777778,False,1.0,1.0,False
qwen25_7b,TruthfulQA,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.9722222222222219,0.9999999999999998,0.027777777777777752,-0.27777777777777773,0.3055555555555555,False,1.0,1.0,False
qwen25_7b,TruthfulQA,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.6222222222222221,0.7333333333333333,0.1111111111111111,0.02222222222222223,0.20000000000000004,True,0.03893961060389396,1.0,False
qwen25_7b,alphabetical_think_answer,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.8333333333333331,0.5277777777777776,-0.3055555555555554,-1.0277777777777772,0.44444444444444425,False,0.4593054069459305,1.0,False
qwen25_7b,alphabetical_think_answer,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.8,0.8222222222222222,0.022222222222222216,-0.06666666666666667,0.11111111111111113,False,1.0,1.0,False
qwen25_7b,alphabetical_think_answer,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.8888888888888888,0.8611111111111109,-0.027777777777777856,-0.5277777777777778,0.49999999999999983,False,1.0,1.0,False
qwen25_7b,alphabetical_think_answer,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9777777777777777,0.9333333333333332,-0.044444444444444446,-0.11111111111111113,0.0,False,0.5012749872501275,1.0,False
qwen25_7b,alphabetical_think_answer,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,-0.05555555555555557,-0.055555555555555566,2.2204460492503132e-17,-0.2222222222222222,0.2222222222222222,False,1.0,1.0,False
qwen25_7b,alphabetical_think_answer,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9444444444444444,0.9777777777777777,0.03333333333333333,-0.03333333333333333,0.10000000000000002,False,0.5299247007529925,1.0,False
qwen25_7b,alphabetical_think_answer,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.7499999999999998,0.7222222222222218,-0.02777777777777782,-0.3888888888888888,0.33333333333333326,False,1.0,1.0,False
qwen25_7b,alphabetical_think_answer,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.9,0.9,-3.7007434154171884e-18,-0.055555555555555566,0.055555555555555566,False,1.0,1.0,False
