item_id,condition,alpha_norm,verdict_valid,verdict_strong,model_name,target_layer,pre_addition_vaa_projection_unit_z_baseline
arg_106ade9345f80e86,user_dislike,0.0,True,1.0,qwen25_3b,26,-1.2384269816037408
arg_117624fe9929e2f0,baseline,0.0,True,1.0,qwen25_3b,26,-1.142070707672817
arg_117624fe9929e2f0,user_like,0.0,True,1.0,qwen25_3b,26,-0.6986230423546259
arg_117624fe9929e2f0,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.2651126834790811
arg_128141a2407d5816,baseline,0.0,True,0.0,qwen25_3b,26,-0.4554690559802327
arg_128141a2407d5816,user_like,0.0,True,0.0,qwen25_3b,26,0.4076630088392025
arg_128141a2407d5816,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.9409422233959748
arg_13004b8d12059d19,baseline,0.0,True,1.0,qwen25_3b,26,1.097756663979283
arg_13004b8d12059d19,user_like,0.0,True,1.0,qwen25_3b,26,1.6181927219610797
arg_13004b8d12059d19,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6497826989725192
arg_13438a3c070fca82,baseline,0.0,True,1.0,qwen25_3b,26,0.8648451629085097
arg_13438a3c070fca82,user_like,0.0,True,1.0,qwen25_3b,26,0.8495358709226127
arg_13438a3c070fca82,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.1868515945363338
arg_156eba41f1634ac5,baseline,0.0,True,0.0,qwen25_3b,26,-3.5346674251553054
arg_156eba41f1634ac5,user_like,0.0,True,0.0,qwen25_3b,26,-3.820425455798605
arg_156eba41f1634ac5,user_dislike,0.0,True,0.0,qwen25_3b,26,-2.7745385447263904
arg_168cabb95157c854,baseline,0.0,True,1.0,qwen25_3b,26,0.0128821543684307
arg_168cabb95157c854,user_like,0.0,True,1.0,qwen25_3b,26,-0.2712301481669203
arg_168cabb95157c854,user_dislike,0.0,True,1.0,qwen25_3b,26,-0.1126450530869846
arg_191f3690c58eb7ae,baseline,0.0,True,1.0,qwen25_3b,26,0.5542587886819986
arg_191f3690c58eb7ae,user_like,0.0,True,1.0,qwen25_3b,26,1.078637125176566
arg_191f3690c58eb7ae,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.0993361676606277
arg_196136d24e4de349,baseline,0.0,True,0.0,qwen25_3b,26,-1.228363058326876
arg_196136d24e4de349,user_like,0.0,True,1.0,qwen25_3b,26,-0.302907123993369
arg_196136d24e4de349,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.67654501163323
arg_1b62a8ebee7db491,baseline,0.0,True,1.0,qwen25_3b,26,-0.559880769200117
arg_1b62a8ebee7db491,user_like,0.0,True,1.0,qwen25_3b,26,-0.8269363474816719
arg_1b62a8ebee7db491,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.0289550819711764
arg_1c51a66a24a84845,baseline,0.0,True,1.0,qwen25_3b,26,0.4376277588422244
arg_1c51a66a24a84845,user_like,0.0,True,1.0,qwen25_3b,26,0.7685628556393687
arg_1c51a66a24a84845,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.5172315197360418
arg_1c65a8ba8e70e2f3,baseline,0.0,True,1.0,qwen25_3b,26,1.4058502171434637
arg_1c65a8ba8e70e2f3,user_like,0.0,True,1.0,qwen25_3b,26,1.6067793287407446
arg_1c65a8ba8e70e2f3,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.5931355537855616
arg_1d2924ba05126ccb,baseline,0.0,True,1.0,qwen25_3b,26,1.271131748459969
arg_1d2924ba05126ccb,user_like,0.0,True,1.0,qwen25_3b,26,1.3530304312173806
arg_1d2924ba05126ccb,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.965332428951656
arg_1dd4056dca7a30aa,baseline,0.0,True,1.0,qwen25_3b,26,0.4022041728261328
arg_1dd4056dca7a30aa,user_like,0.0,True,1.0,qwen25_3b,26,0.7831774151521365
arg_1dd4056dca7a30aa,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6812700298196331
arg_1e1e08ea0a4f12ae,baseline,0.0,True,1.0,qwen25_3b,26,0.37940720193724
arg_1e1e08ea0a4f12ae,user_like,0.0,True,1.0,qwen25_3b,26,0.23576002958162
arg_1e1e08ea0a4f12ae,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.5210338458557735
arg_1e262148e146e81a,baseline,0.0,True,1.0,qwen25_3b,26,1.0394409382423633
arg_1e262148e146e81a,user_like,0.0,True,1.0,qwen25_3b,26,1.1125034961217537
arg_1e262148e146e81a,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.7540565378529728
arg_1e74787150af1752,baseline,0.0,True,1.0,qwen25_3b,26,0.1503326612130102
arg_1e74787150af1752,user_like,0.0,True,1.0,qwen25_3b,26,0.4895481993065169
arg_1e74787150af1752,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.4181677226532721
arg_1e89450790684bac,baseline,0.0,True,1.0,qwen25_3b,26,-0.177380518872333
arg_1e89450790684bac,user_like,0.0,True,1.0,qwen25_3b,26,-0.1700172220186706
arg_1e89450790684bac,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.117787717636658
arg_1ee09da8a0db4e87,baseline,0.0,True,1.0,qwen25_3b,26,0.1153050799346148
arg_1ee09da8a0db4e87,user_like,0.0,True,1.0,qwen25_3b,26,-0.5231961660441611
arg_1ee09da8a0db4e87,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.2048958761217745
arg_2077a4f126a4fefd,baseline,0.0,True,0.0,qwen25_3b,26,-0.8891307452209046
arg_2077a4f126a4fefd,user_like,0.0,False,,qwen25_3b,26,-0.4238178600652197
arg_2077a4f126a4fefd,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.8995459499077998
arg_20ebc014f89457a5,baseline,0.0,True,1.0,qwen25_3b,26,0.6853377121117776
arg_20ebc014f89457a5,user_like,0.0,True,1.0,qwen25_3b,26,1.2097832691230794
arg_20ebc014f89457a5,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.90619915476166
arg_20ec1fb465552eae,baseline,0.0,True,1.0,qwen25_3b,26,0.8795171851210665
arg_20ec1fb465552eae,user_like,0.0,True,1.0,qwen25_3b,26,0.7419575051702318
arg_20ec1fb465552eae,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6449590847959
arg_20f49703024ded0a,baseline,0.0,True,1.0,qwen25_3b,26,-0.3059805050472252
arg_20f49703024ded0a,user_like,0.0,True,1.0,qwen25_3b,26,0.4882926935262235
arg_20f49703024ded0a,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.9712620495156168
arg_2198e81ca3ce08ec,baseline,0.0,True,1.0,qwen25_3b,26,0.0598931781237672
arg_2198e81ca3ce08ec,user_like,0.0,True,1.0,qwen25_3b,26,-0.2037122890663742
arg_2198e81ca3ce08ec,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.197140212505729
arg_2216712498456460,baseline,0.0,True,1.0,qwen25_3b,26,0.6996091819620742
arg_2216712498456460,user_like,0.0,True,1.0,qwen25_3b,26,1.0145848872777017
arg_2216712498456460,user_dislike,0.0,True,1.0,qwen25_3b,26,-0.7124199329474417
arg_2306456e5a60f490,baseline,0.0,True,1.0,qwen25_3b,26,1.1735541813414982
arg_2306456e5a60f490,user_like,0.0,True,1.0,qwen25_3b,26,0.820824036662053
arg_2306456e5a60f490,user_dislike,0.0,True,0.0,qwen25_3b,26,0.0450853897421076
arg_23925268498f6ada,baseline,0.0,True,0.0,qwen25_3b,26,-1.8731410501724253
arg_23925268498f6ada,user_like,0.0,True,0.0,qwen25_3b,26,-1.376686212702739
arg_23925268498f6ada,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.791236585004972
arg_23a5d16b6ef44676,baseline,0.0,True,1.0,qwen25_3b,26,0.8796803575044293
arg_23a5d16b6ef44676,user_like,0.0,True,1.0,qwen25_3b,26,1.124390926498628
arg_23a5d16b6ef44676,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.817926991236153
arg_23dc04872908f46a,baseline,0.0,True,1.0,qwen25_3b,26,0.6094473750217063
arg_23dc04872908f46a,user_like,0.0,True,1.0,qwen25_3b,26,0.8739651077460752
arg_23dc04872908f46a,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.4897370634895632
arg_23e76e530b04a71c,baseline,0.0,True,1.0,qwen25_3b,26,0.8050665476644902
arg_23e76e530b04a71c,user_like,0.0,True,1.0,qwen25_3b,26,1.2772720655898224
arg_23e76e530b04a71c,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6722037529752668
arg_2435df463ee56da2,baseline,0.0,True,1.0,qwen25_3b,26,-2.4051955359972834
arg_2435df463ee56da2,user_like,0.0,True,0.0,qwen25_3b,26,-3.208821150362003
arg_2435df463ee56da2,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.8874354087291367
arg_25c37277ef99ad62,baseline,0.0,True,0.0,qwen25_3b,26,-1.0643083755651992
arg_25c37277ef99ad62,user_like,0.0,True,1.0,qwen25_3b,26,-0.151943636865675
arg_25c37277ef99ad62,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.176282577617993
arg_25d043dc251e2ac6,baseline,0.0,True,1.0,qwen25_3b,26,0.9467648069023222
arg_25d043dc251e2ac6,user_like,0.0,True,1.0,qwen25_3b,26,1.3526359021989138
arg_25d043dc251e2ac6,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.2575856721411147
arg_276a7670a74a7d3f,baseline,0.0,True,1.0,qwen25_3b,26,0.8504820177656778
arg_276a7670a74a7d3f,user_like,0.0,True,1.0,qwen25_3b,26,1.148779686451799
arg_276a7670a74a7d3f,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.855544038128044
arg_2863d415ce573811,baseline,0.0,True,1.0,qwen25_3b,26,1.2278861879603489
arg_2863d415ce573811,user_like,0.0,True,1.0,qwen25_3b,26,1.6207009627835214
arg_2863d415ce573811,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.5442739541475456
arg_28eb97cb1dee4ced,baseline,0.0,True,1.0,qwen25_3b,26,0.8314500583817166
arg_28eb97cb1dee4ced,user_like,0.0,True,1.0,qwen25_3b,26,1.134695301659725
arg_28eb97cb1dee4ced,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.8182012943125038
arg_2abcb79eed5f5a16,baseline,0.0,True,1.0,qwen25_3b,26,-0.5939469645756501
arg_2abcb79eed5f5a16,user_like,0.0,True,1.0,qwen25_3b,26,-1.163989535270072
arg_2abcb79eed5f5a16,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.325243724568452
arg_2ba7934a1fac9ce0,baseline,0.0,True,0.0,qwen25_3b,26,-1.2742120284808731
arg_2ba7934a1fac9ce0,user_like,0.0,True,0.0,qwen25_3b,26,-0.569336154053536
arg_2ba7934a1fac9ce0,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.1999087822469212
arg_2cd336c0a37de543,baseline,0.0,True,1.0,qwen25_3b,26,0.723075466813288
arg_2cd336c0a37de543,user_like,0.0,True,1.0,qwen25_3b,26,0.8210668376503644
arg_2cd336c0a37de543,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6106274105426733
arg_2e98150743074be0,baseline,0.0,True,1.0,qwen25_3b,26,0.3337652842261401
arg_2e98150743074be0,user_like,0.0,True,1.0,qwen25_3b,26,0.7862211914712481
arg_2e98150743074be0,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.9680695568382464
arg_2ee17b232b31c523,baseline,0.0,True,0.0,qwen25_3b,26,-2.8072925245398155
arg_2ee17b232b31c523,user_like,0.0,True,0.0,qwen25_3b,26,-2.59002641803861
arg_2ee17b232b31c523,user_dislike,0.0,True,0.0,qwen25_3b,26,-2.0556308994150143
arg_3012068d2208f1ca,baseline,0.0,True,0.0,qwen25_3b,26,0.0424718307534385
arg_3012068d2208f1ca,user_like,0.0,True,0.0,qwen25_3b,26,0.8960266885912335
arg_3012068d2208f1ca,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.8049420473866857
arg_307c8467e305a2ae,baseline,0.0,True,0.0,qwen25_3b,26,-0.1701711485693105
arg_307c8467e305a2ae,user_like,0.0,True,0.0,qwen25_3b,26,-0.0813145701122503
arg_307c8467e305a2ae,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6392418473340941
arg_31e8a4fb0de5b7c3,baseline,0.0,True,0.0,qwen25_3b,26,0.6068760697897478
arg_31e8a4fb0de5b7c3,user_like,0.0,True,1.0,qwen25_3b,26,0.8119757446295692
arg_31e8a4fb0de5b7c3,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.5204577130219361
arg_321ce46944ce712d,baseline,0.0,True,0.0,qwen25_3b,26,0.3793827471614388
arg_321ce46944ce712d,user_like,0.0,True,1.0,qwen25_3b,26,1.1005654696570146
arg_321ce46944ce712d,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.90963420749359
arg_32df6eec12154f29,baseline,0.0,True,1.0,qwen25_3b,26,0.4756751736481527
arg_32df6eec12154f29,user_like,0.0,True,1.0,qwen25_3b,26,0.1797795542333958
arg_32df6eec12154f29,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6150172837327309
arg_35b1efc3f45200a6,baseline,0.0,True,0.0,qwen25_3b,26,0.0229132805383406
arg_35b1efc3f45200a6,user_like,0.0,True,1.0,qwen25_3b,26,0.4155970777507261
arg_35b1efc3f45200a6,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.7255980454323628
arg_36d8b51b7d5606fa,baseline,0.0,True,1.0,qwen25_3b,26,0.2602873264420388
arg_36d8b51b7d5606fa,user_like,0.0,True,1.0,qwen25_3b,26,0.1050388626564491
arg_36d8b51b7d5606fa,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.1297161067513275
arg_38871000e3e87a1e,baseline,0.0,True,0.0,qwen25_3b,26,-0.8428388183643415
arg_38871000e3e87a1e,user_like,0.0,True,0.0,qwen25_3b,26,0.0065389107861782
arg_38871000e3e87a1e,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.2496893093617376
arg_38ca1559e295837e,baseline,0.0,True,1.0,qwen25_3b,26,0.2773737758974552
arg_38ca1559e295837e,user_like,0.0,True,1.0,qwen25_3b,26,0.6236662008472488
arg_38ca1559e295837e,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6983629543696275
arg_3913d6d8414a37bc,baseline,0.0,True,0.0,qwen25_3b,26,0.7304948409976669
arg_3913d6d8414a37bc,user_like,0.0,True,1.0,qwen25_3b,26,1.2809591952595056
arg_3913d6d8414a37bc,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6511955344926957
arg_3b977d7b67aadf2f,baseline,0.0,True,0.0,qwen25_3b,26,0.0244509498586351
arg_3b977d7b67aadf2f,user_like,0.0,True,1.0,qwen25_3b,26,1.0941129023849123
arg_3b977d7b67aadf2f,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.0766929727387795
arg_3e901357db18709e,baseline,0.0,True,1.0,qwen25_3b,26,1.5207486321410704
arg_3e901357db18709e,user_like,0.0,True,1.0,qwen25_3b,26,1.6681058831062263
arg_3e901357db18709e,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.8052229159077713
arg_41ae424bfdc9fedc,baseline,0.0,True,1.0,qwen25_3b,26,0.1153364615557783
arg_41ae424bfdc9fedc,user_like,0.0,True,1.0,qwen25_3b,26,0.1880443047191763
arg_41ae424bfdc9fedc,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.5990464177812874
arg_41b6665378b9318c,baseline,0.0,True,1.0,qwen25_3b,26,-0.825380879180468
arg_41b6665378b9318c,user_like,0.0,True,1.0,qwen25_3b,26,0.0255762610628344
arg_41b6665378b9318c,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.4834474516361094
arg_425d0dee753a6931,baseline,0.0,True,1.0,qwen25_3b,26,1.2769605382488285
arg_425d0dee753a6931,user_like,0.0,True,1.0,qwen25_3b,26,1.4321193445620537
arg_425d0dee753a6931,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.4489647180682261
arg_42826c3bc21c9c51,baseline,0.0,True,1.0,qwen25_3b,26,-0.3612313125283186
arg_42826c3bc21c9c51,user_like,0.0,True,1.0,qwen25_3b,26,-0.1011608253436393
arg_42826c3bc21c9c51,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.7983082376998403
arg_44a951c177600855,baseline,0.0,True,1.0,qwen25_3b,26,0.2652193608069389
arg_44a951c177600855,user_like,0.0,True,1.0,qwen25_3b,26,0.6624280444605106
arg_44a951c177600855,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.7563160145767477
arg_44be973fdaa9b49e,baseline,0.0,True,1.0,qwen25_3b,26,1.3918678677952494
arg_44be973fdaa9b49e,user_like,0.0,True,1.0,qwen25_3b,26,1.6954867993221994
arg_44be973fdaa9b49e,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.296940032083332
arg_44c3a5d1f4722f06,baseline,0.0,True,0.0,qwen25_3b,26,0.5368065716747288
arg_44c3a5d1f4722f06,user_like,0.0,True,1.0,qwen25_3b,26,1.144594185316651
arg_44c3a5d1f4722f06,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.1222137911229138
arg_4670a2d69ad93820,baseline,0.0,True,1.0,qwen25_3b,26,1.1868751675411986
arg_4670a2d69ad93820,user_like,0.0,True,1.0,qwen25_3b,26,1.073531979911044
arg_4670a2d69ad93820,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.5999327528204841
arg_469541637d533735,baseline,0.0,True,1.0,qwen25_3b,26,0.861716698375663
arg_469541637d533735,user_like,0.0,True,1.0,qwen25_3b,26,1.3703687467935175
arg_469541637d533735,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.1895727242974712
arg_47a48d3f0a92f23f,baseline,0.0,True,1.0,qwen25_3b,26,0.8160007236526234
arg_47a48d3f0a92f23f,user_like,0.0,True,1.0,qwen25_3b,26,1.0754875187070048
arg_47a48d3f0a92f23f,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.1735855652010667
arg_48258bc311a0a925,baseline,0.0,True,1.0,qwen25_3b,26,1.6239064658834854
arg_48258bc311a0a925,user_like,0.0,True,1.0,qwen25_3b,26,1.933427671993574
arg_48258bc311a0a925,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6473649287738541
arg_4850c985900491df,baseline,0.0,True,0.0,qwen25_3b,26,-0.132325124263114
arg_4850c985900491df,user_like,0.0,True,1.0,qwen25_3b,26,0.1098996408642735
arg_4850c985900491df,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.9481503589135196
arg_49211f93a2a47693,baseline,0.0,True,1.0,qwen25_3b,26,-0.1583958126204309
arg_49211f93a2a47693,user_like,0.0,True,1.0,qwen25_3b,26,0.0899952603652783
arg_49211f93a2a47693,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.6943767656806027
arg_4a085377cddcc092,baseline,0.0,True,1.0,qwen25_3b,26,0.3334909811497893
arg_4a085377cddcc092,user_like,0.0,True,1.0,qwen25_3b,26,0.3553861370059363
arg_4a085377cddcc092,user_dislike,0.0,True,1.0,qwen25_3b,26,-0.5746151631376542
arg_4c5670e15ed1d730,baseline,0.0,True,0.0,qwen25_3b,26,-0.9630480155845764
arg_4c5670e15ed1d730,user_like,0.0,True,0.0,qwen25_3b,26,-0.193072232955672
arg_4c5670e15ed1d730,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.1190158774361292
arg_4cadb5fec7408cd5,baseline,0.0,True,1.0,qwen25_3b,26,1.208613415291528
arg_4cadb5fec7408cd5,user_like,0.0,True,1.0,qwen25_3b,26,1.3833314645043873
arg_4cadb5fec7408cd5,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.1926356609975274
arg_4df3fffabdb380e3,baseline,0.0,True,1.0,qwen25_3b,26,0.210477104242321
arg_4df3fffabdb380e3,user_like,0.0,True,1.0,qwen25_3b,26,0.0510473255455198
arg_4df3fffabdb380e3,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.738569436758295
arg_4e8e1effc930199b,baseline,0.0,True,0.0,qwen25_3b,26,-0.5466217029746127
arg_4e8e1effc930199b,user_like,0.0,True,1.0,qwen25_3b,26,0.4263416388762436
arg_4e8e1effc930199b,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.756848417934645
arg_500df69f7f654128,baseline,0.0,True,1.0,qwen25_3b,26,0.5006641598103345
arg_500df69f7f654128,user_like,0.0,True,1.0,qwen25_3b,26,0.8811316821914456
arg_500df69f7f654128,user_dislike,0.0,True,0.0,qwen25_3b,26,-0.2350698770881786
arg_518cc9d0f3adec6a,baseline,0.0,True,0.0,qwen25_3b,26,-0.5327452138935673
arg_518cc9d0f3adec6a,user_like,0.0,True,0.0,qwen25_3b,26,0.2944781146839381
arg_518cc9d0f3adec6a,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.0187290705128316
arg_5219bcfb58f34b93,baseline,0.0,True,0.0,qwen25_3b,26,-0.3745564849519553
arg_5219bcfb58f34b93,user_like,0.0,True,0.0,qwen25_3b,26,0.2721912005474692
arg_5219bcfb58f34b93,user_dislike,0.0,True,0.0,qwen25_3b,26,-1.2293966641218208
arg_547ef33a88221787,baseline,0.0,True,1.0,qwen25_3b,26,-0.1684981347139786
arg_547ef33a88221787,user_like,0.0,True,1.0,qwen25_3b,26,0.3995103828981358
